event_definition,variable_name,coding_system,event_code,tags,code_no_dot
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913711000006112,narrow,913711000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913771000006115,narrow,913771000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913781000006117,narrow,913781000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913791000006119,narrow,913791000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913801000006118,narrow,913801000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913811000006115,narrow,913811000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913821000006111,narrow,913821000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913831000006114,narrow,913831000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913841000006116,narrow,913841000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913851000006119,narrow,913851000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913891000006113,narrow,913891000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913901000006112,narrow,913901000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913911000006110,narrow,913911000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913921000006119,narrow,913921000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913931000006116,narrow,913931000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913941000006114,narrow,913941000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,913981000006115,narrow,913981000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914031000006118,narrow,914031000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914041000006111,narrow,914041000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914051000006113,narrow,914051000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914061000006110,narrow,914061000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914071000006115,narrow,914071000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914081000006117,narrow,914081000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914151000006112,narrow,914151000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914161000006114,narrow,914161000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914221000006113,narrow,914221000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914231000006111,narrow,914231000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914241000006118,narrow,914241000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914251000006116,narrow,914251000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914261000006119,narrow,914261000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914271000006114,narrow,914271000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914301000006111,narrow,914301000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914311000006114,narrow,914311000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,914391000006116,narrow,914391000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,918281000006116,narrow,918281000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928461000006119,narrow,928461000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928471000006114,narrow,928471000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928491000006110,narrow,928491000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928501000006119,narrow,928501000006119
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928511000006116,narrow,928511000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928521000006112,narrow,928521000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928531000006110,narrow,928531000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928541000006117,narrow,928541000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928551000006115,narrow,928551000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928561000006118,narrow,928561000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928571000006113,narrow,928571000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928581000006111,narrow,928581000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928591000006114,narrow,928591000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928601000006118,narrow,928601000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,928611000006115,narrow,928611000006115
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,931191000006110,narrow,931191000006110
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,9324881000006117,narrow,9324881000006117
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,932641000006116,narrow,932641000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,933231000006118,narrow,933231000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,938301000006114,narrow,938301000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,938311000006112,narrow,938311000006112
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,938321000006116,narrow,938321000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,938331000006118,narrow,938331000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,958001000006111,narrow,958001000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,96244016,narrow,96244016
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,967701000006116,narrow,967701000006116
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,975251000006111,narrow,975251000006111
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,975261000006113,narrow,975261000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,978651000006118,narrow,978651000006118
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,979861000006114,narrow,979861000006114
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,98476015,narrow,98476015
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,987441000006113,narrow,987441000006113
Diabetes types 1 and 2,E_DM12_COV,MEDCODEID,9986011,narrow,9986011
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,190355008,narrow,190355008
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,190358005,narrow,190358005
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,190418009,narrow,190418009
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,190419001,narrow,190419001
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,237618001,narrow,237618001
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,44054006,narrow,44054006
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,46635009,narrow,46635009
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,609564002,narrow,609564002
Diabetes types 1 and 2,E_DM12_COV,SCTSPA,609567009,narrow,609567009
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,154672006,narrow,154672006
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,154673001,narrow,154673001
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190322003,narrow,190322003
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190323008,narrow,190323008
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190355008,narrow,190355008
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190358005,narrow,190358005
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190362004,narrow,190362004
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190384004,narrow,190384004
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,190418009,narrow,190418009
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,237618001,narrow,237618001
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,267469001,narrow,267469001
Diabetes types 1 and 2,E_DM12_COV,SNOMEDCT_US,46635009,narrow,46635009
Hypertension,V_HYPERTENSION_COV,MEDCODEID,107545013,narrow,107545013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,108730018,narrow,108730018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1131851000000118,narrow,1131851000000118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1226072015,narrow,1226072015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,131046010,narrow,131046010
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1409014,narrow,1409014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,151161000006115,narrow,151161000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,153941000006118,narrow,153941000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,158241000006117,narrow,158241000006117
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1706551000000114,narrow,1706551000000114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176921000006118,narrow,176921000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176931000006115,narrow,176931000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176941000006113,narrow,176941000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176951000006110,narrow,176951000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176961000006112,narrow,176961000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176971000006117,narrow,176971000006117
Hypertension,V_HYPERTENSION_COV,MEDCODEID,176981000006119,narrow,176981000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1780253016,narrow,1780253016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1780318013,narrow,1780318013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1780319017,narrow,1780319017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1806071000006118,narrow,1806071000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1806081000006115,narrow,1806081000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1806141000006113,narrow,1806141000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1823901000006112,narrow,1823901000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1846941000006119,narrow,1846941000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1846961000006115,narrow,1846961000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1846991000006111,narrow,1846991000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1855781000006115,narrow,1855781000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1855791000006117,narrow,1855791000006117
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1858771000006114,narrow,1858771000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1908711000006115,narrow,1908711000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,1908721000006111,narrow,1908721000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,19411000006110,narrow,19411000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,19421000006119,narrow,19421000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,19431000006116,narrow,19431000006116
Hypertension,V_HYPERTENSION_COV,MEDCODEID,19441000006114,narrow,19441000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,19451000006111,narrow,19451000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2115801000000110,narrow,2115801000000110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2117971000000119,narrow,2117971000000119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,212961000006118,narrow,212961000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,212971000006113,narrow,212971000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,212981000006111,narrow,212981000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,212991000006114,narrow,212991000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,213001000006110,narrow,213001000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,213011000006113,narrow,213011000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,213081000006118,narrow,213081000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,213091000006115,narrow,213091000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,213111000006112,narrow,213111000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2193021000000110,narrow,2193021000000110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2193031000000112,narrow,2193031000000112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2193971000000110,narrow,2193971000000110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2423811000000118,narrow,2423811000000118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2474335018,narrow,2474335018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,2478822013,narrow,2478822013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,262960017,narrow,262960017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,264471012,narrow,264471012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,264472017,narrow,264472017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,264473010,narrow,264473010
Hypertension,V_HYPERTENSION_COV,MEDCODEID,264485019,narrow,264485019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,285265015,narrow,285265015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299650019,narrow,299650019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299654011,narrow,299654011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299655012,narrow,299655012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299665018,narrow,299665018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299676019,narrow,299676019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299677011,narrow,299677011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299678018,narrow,299678018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299680012,narrow,299680012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299681011,narrow,299681011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299682016,narrow,299682016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299683014,narrow,299683014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299684015,narrow,299684015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299686018,narrow,299686018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,299687010,narrow,299687010
Hypertension,V_HYPERTENSION_COV,MEDCODEID,300869017,narrow,300869017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,300870016,narrow,300870016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,300871017,narrow,300871017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305764016,narrow,305764016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305773012,narrow,305773012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305774018,narrow,305774018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305776016,narrow,305776016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305780014,narrow,305780014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305788019,narrow,305788019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305791019,narrow,305791019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305795011,narrow,305795011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,305818015,narrow,305818015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,3135013,narrow,3135013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,316848016,narrow,316848016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,350601000000116,narrow,350601000000116
Hypertension,V_HYPERTENSION_COV,MEDCODEID,351341000000118,narrow,351341000000118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,351361000000117,narrow,351361000000117
Hypertension,V_HYPERTENSION_COV,MEDCODEID,355621014,narrow,355621014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,395751018,narrow,395751018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,395753015,narrow,395753015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,398342013,narrow,398342013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,39871000006113,narrow,39871000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,403581000006112,narrow,403581000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,411508017,narrow,411508017
Hypertension,V_HYPERTENSION_COV,MEDCODEID,411919011,narrow,411919011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,443764015,narrow,443764015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,47076011,narrow,47076011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,494622019,narrow,494622019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,495022012,narrow,495022012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504781000006113,narrow,504781000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504791000006111,narrow,504791000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504801000006112,narrow,504801000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504811000006110,narrow,504811000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504821000006119,narrow,504821000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504831000006116,narrow,504831000006116
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504901000006118,narrow,504901000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,504911000006115,narrow,504911000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,523801000006119,narrow,523801000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,53452019,narrow,53452019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,54939014,narrow,54939014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,60444016,narrow,60444016
Hypertension,V_HYPERTENSION_COV,MEDCODEID,64168014,narrow,64168014
Hypertension,V_HYPERTENSION_COV,MEDCODEID,64172013,narrow,64172013
Hypertension,V_HYPERTENSION_COV,MEDCODEID,64282015,narrow,64282015
Hypertension,V_HYPERTENSION_COV,MEDCODEID,702961000006110,narrow,702961000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,703001000006118,narrow,703001000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,728671000006119,narrow,728671000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,728681000006116,narrow,728681000006116
Hypertension,V_HYPERTENSION_COV,MEDCODEID,741661000006118,narrow,741661000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,741681000006111,narrow,741681000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,741691000006114,narrow,741691000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76631000006118,narrow,76631000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76641000006111,narrow,76641000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76651000006113,narrow,76651000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76661000006110,narrow,76661000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76671000006115,narrow,76671000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76681000006117,narrow,76681000006117
Hypertension,V_HYPERTENSION_COV,MEDCODEID,76691000006119,narrow,76691000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,790031000006119,narrow,790031000006119
Hypertension,V_HYPERTENSION_COV,MEDCODEID,790051000006114,narrow,790051000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,790091000006115,narrow,790091000006115
Hypertension,V_HYPERTENSION_COV,MEDCODEID,790121000006116,narrow,790121000006116
Hypertension,V_HYPERTENSION_COV,MEDCODEID,80224019,narrow,80224019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,884121000006111,narrow,884121000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,887821000006113,narrow,887821000006113
Hypertension,V_HYPERTENSION_COV,MEDCODEID,887831000006111,narrow,887831000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,893611000006114,narrow,893611000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,90135019,narrow,90135019
Hypertension,V_HYPERTENSION_COV,MEDCODEID,909441000006118,narrow,909441000006118
Hypertension,V_HYPERTENSION_COV,MEDCODEID,93494011,narrow,93494011
Hypertension,V_HYPERTENSION_COV,MEDCODEID,940001000006110,narrow,940001000006110
Hypertension,V_HYPERTENSION_COV,MEDCODEID,95981000006112,narrow,95981000006112
Hypertension,V_HYPERTENSION_COV,MEDCODEID,96001000006111,narrow,96001000006111
Hypertension,V_HYPERTENSION_COV,MEDCODEID,96011000006114,narrow,96011000006114
Hypertension,V_HYPERTENSION_COV,MEDCODEID,99042012,narrow,99042012
Hypertension,V_HYPERTENSION_COV,MEDCODEID,99047018,narrow,99047018
Hypertension,V_HYPERTENSION_COV,MEDCODEID,991731000006118,narrow,991731000006118
Hypertension,V_HYPERTENSION_COV,SCTSPA,104931000119100,narrow,104931000119100
Hypertension,V_HYPERTENSION_COV,SCTSPA,10725009,narrow,10725009
Hypertension,V_HYPERTENSION_COV,SCTSPA,1201005,narrow,1201005
Hypertension,V_HYPERTENSION_COV,SCTSPA,123799005,narrow,123799005
Hypertension,V_HYPERTENSION_COV,SCTSPA,194769003,narrow,194769003
Hypertension,V_HYPERTENSION_COV,SCTSPA,194771003,narrow,194771003
Hypertension,V_HYPERTENSION_COV,SCTSPA,194772005,narrow,194772005
Hypertension,V_HYPERTENSION_COV,SCTSPA,194774006,narrow,194774006
Hypertension,V_HYPERTENSION_COV,SCTSPA,194776008,narrow,194776008
Hypertension,V_HYPERTENSION_COV,SCTSPA,194779001,narrow,194779001
Hypertension,V_HYPERTENSION_COV,SCTSPA,194780003,narrow,194780003
Hypertension,V_HYPERTENSION_COV,SCTSPA,194781004,narrow,194781004
Hypertension,V_HYPERTENSION_COV,SCTSPA,194782006,narrow,194782006
Hypertension,V_HYPERTENSION_COV,SCTSPA,194785008,narrow,194785008
Hypertension,V_HYPERTENSION_COV,SCTSPA,194787000,narrow,194787000
Hypertension,V_HYPERTENSION_COV,SCTSPA,194788005,narrow,194788005
Hypertension,V_HYPERTENSION_COV,SCTSPA,194789002,narrow,194789002
Hypertension,V_HYPERTENSION_COV,SCTSPA,194790006,narrow,194790006
Hypertension,V_HYPERTENSION_COV,SCTSPA,194792003,narrow,194792003
Hypertension,V_HYPERTENSION_COV,SCTSPA,195538006,narrow,195538006
Hypertension,V_HYPERTENSION_COV,SCTSPA,195539003,narrow,195539003
Hypertension,V_HYPERTENSION_COV,SCTSPA,198941007,narrow,198941007
Hypertension,V_HYPERTENSION_COV,SCTSPA,198964009,narrow,198964009
Hypertension,V_HYPERTENSION_COV,SCTSPA,198971004,narrow,198971004
Hypertension,V_HYPERTENSION_COV,SCTSPA,199012009,narrow,199012009
Hypertension,V_HYPERTENSION_COV,SCTSPA,199013004,narrow,199013004
Hypertension,V_HYPERTENSION_COV,SCTSPA,199019000,narrow,199019000
Hypertension,V_HYPERTENSION_COV,SCTSPA,237279007,narrow,237279007
Hypertension,V_HYPERTENSION_COV,SCTSPA,266228004,narrow,266228004
Hypertension,V_HYPERTENSION_COV,SCTSPA,266230002,narrow,266230002
Hypertension,V_HYPERTENSION_COV,SCTSPA,30354006,narrow,30354006
Hypertension,V_HYPERTENSION_COV,SCTSPA,31992008,narrow,31992008
Hypertension,V_HYPERTENSION_COV,SCTSPA,38481006,narrow,38481006
Hypertension,V_HYPERTENSION_COV,SCTSPA,44111003,narrow,44111003
Hypertension,V_HYPERTENSION_COV,SCTSPA,50490005,narrow,50490005
Hypertension,V_HYPERTENSION_COV,SCTSPA,5148006,narrow,5148006
Hypertension,V_HYPERTENSION_COV,SCTSPA,59621000,narrow,59621000
Hypertension,V_HYPERTENSION_COV,SCTSPA,59997006,narrow,59997006
Hypertension,V_HYPERTENSION_COV,SCTSPA,64715009,narrow,64715009
Hypertension,V_HYPERTENSION_COV,SCTSPA,6962006,narrow,6962006
Hypertension,V_HYPERTENSION_COV,SCTSPA,8501000119104,narrow,8501000119104
Hypertension,V_HYPERTENSION_COV,SCTSPA,86234004,narrow,86234004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,104931000119100,narrow,104931000119100
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,10725009,narrow,10725009
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,1201005,narrow,1201005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,123799005,narrow,123799005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155108001,narrow,155108001
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155296003,narrow,155296003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155297007,narrow,155297007
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155299005,narrow,155299005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155300002,narrow,155300002
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155328008,narrow,155328008
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155408008,narrow,155408008
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,155821005,narrow,155821005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,156107001,narrow,156107001
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,193356005,narrow,193356005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,193358006,narrow,193358006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194757006,narrow,194757006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194758001,narrow,194758001
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194760004,narrow,194760004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194769003,narrow,194769003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194771003,narrow,194771003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194772005,narrow,194772005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194773000,narrow,194773000
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194774006,narrow,194774006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194775007,narrow,194775007
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194776008,narrow,194776008
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194779001,narrow,194779001
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194780003,narrow,194780003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194781004,narrow,194781004
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194782006,narrow,194782006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194785008,narrow,194785008
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194787000,narrow,194787000
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194788005,narrow,194788005
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194789002,narrow,194789002
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194790006,narrow,194790006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,194792003,narrow,194792003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,195225002,narrow,195225002
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,195538006,narrow,195538006
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,195539003,narrow,195539003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,198941007,narrow,198941007
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,198963003,narrow,198963003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,198964009,narrow,198964009
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,198970003,narrow,198970003
Hypertension,V_HYPERTENSION_COV,SNOMEDCT_US,198971004,narrow,198971004
